"accession","target_name","tlen","query_name","query_accession","qlen","E.value","score...8","bias...9","X.","of","c.Evalue","i.Evalue","score...14","bias...15","hmm_from","hmm_to","ali_from","ali_to","env_from","env_to","acc","description","query_name_clean","data_source","contig_length","dtr_length","genes_viral","genes_plasmid","genes_microbial","genes_unknown","biome1","biome2","biome3","gca_name","origin"
"PF09113","N-glycanase_C",137,"DTR_825063_15","-",829,0.04,13.9,0.7,2,2,0.01,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_825063","HGM",17208,56,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_103100_3","-",829,0.043,13.7,0.7,2,2,0.0073,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_103100","IMG/M",17231,45,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_854627_15","-",829,0.039,13.9,0.7,2,2,0.0059,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_854627","HGM",17221,69,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_850159_15","-",829,0.042,13.8,0.7,1,2,0.0022,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_850159","HGM",17214,62,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_696026_15","-",829,0.042,13.8,0.7,1,2,0.0022,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_696026","MGnify",17186,34,4,0,0,13,"Engineered","Wastewater",NA,"GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_696026_15","-",829,0.042,13.8,0.7,2,2,0.0088,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_696026","MGnify",17186,34,4,0,0,13,"Engineered","Wastewater",NA,"GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_832976_15","-",829,0.044,13.7,0.7,1,2,0.0022,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_832976","HGM",17220,68,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_832976_15","-",829,0.044,13.7,0.7,2,2,0.0088,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_832976","HGM",17220,68,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_519996_3","-",829,0.042,13.8,0.7,2,2,0.01,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_519996","CIBIO",17221,60,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_786946_15","-",829,0.042,13.8,0.7,2,2,0.0088,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_786946","HGM",17241,89,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_544624_15","-",829,0.034,14.1,0.4,1,2,0.0017,7.2,6.5,0.1,26,46,197,217,187,229,0.84,"Peptide-N-glycosidase F, C terminal","DTR_544624","CIBIO",17172,20,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_554069_15","-",829,0.041,13.8,0.7,1,2,0.0026,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_554069","CIBIO",17186,32,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_835502_15","-",829,0.04,13.9,0.6,2,2,0.0075,31,4.5,0,10,42,267,296,256,330,0.75,"Peptide-N-glycosidase F, C terminal","DTR_835502","HGM",17239,84,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_770757_15","-",829,0.042,13.8,0.7,1,2,0.0022,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_770757","HGM",17216,64,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_791111_3","-",829,0.042,13.8,0.7,1,2,0.0022,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_791111","HGM",17216,64,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_617333_3","-",829,0.042,13.8,0.7,1,2,0.0022,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_617333","MGnify",17173,21,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_827005_3","-",829,0.041,13.8,0.7,2,2,0.0073,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_827005","HGM",17253,92,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_625419_3","-",829,0.043,13.8,0.7,2,2,0.0073,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_625419","MGnify",17176,24,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_752672_15","-",829,0.038,13.9,0.7,2,2,0.0088,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_752672","HGM",17218,66,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_666077_3","-",829,0.042,13.8,0.7,1,2,0.0018,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_666077","MGnify",17206,54,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_830477_15","-",829,0.043,13.7,0.7,1,2,0.0018,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_830477","HGM",17231,45,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_758169_15","-",829,0.042,13.8,0.7,1,2,0.0022,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_758169","HGM",17213,61,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_624524_15","-",829,0.055,13.4,0.6,1,2,0.0026,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_624524","MGnify",17180,28,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_624524_15","-",829,0.055,13.4,0.6,2,2,0.014,41,4.1,0,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_624524","MGnify",17180,28,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_841340_15","-",829,0.06,13.3,0.5,1,2,0.0026,7.7,6.4,0.1,26,46,197,217,187,226,0.84,"Peptide-N-glycosidase F, C terminal","DTR_841340","HGM",17233,81,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_099786_15","-",829,0.041,13.8,0.7,2,2,0.0073,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_099786","IMG/M",17260,99,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_595517_3","-",829,0.04,13.8,0.7,2,2,0.0088,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_595517","MGnify",17202,50,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_487915_3","-",827,0.042,13.8,0.7,1,2,0.0022,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_487915","CIBIO",17287,141,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_851568_3","-",829,0.042,13.8,0.7,1,2,0.0022,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_851568","HGM",17216,61,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_796955_15","-",829,0.023,14.6,0.4,1,2,0.0012,4.9,7.1,0.1,26,46,197,217,184,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_796955","HGM",17248,99,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_750260_15","-",829,0.042,13.8,0.7,2,2,0.0088,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_750260","HGM",17201,49,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_753843_3","-",829,0.045,13.7,0.8,1,2,0.0015,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_753843","HGM",17185,33,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_753843_3","-",829,0.045,13.7,0.8,2,2,0.0061,32,4.5,0.1,10,41,267,295,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_753843","HGM",17185,33,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_751348_15","-",829,0.046,13.6,0.4,1,2,0.0037,13,5.7,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_751348","HGM",17183,22,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_751348_15","-",829,0.046,13.6,0.4,2,2,0.0074,26,4.8,0,10,42,267,296,257,330,0.76,"Peptide-N-glycosidase F, C terminal","DTR_751348","HGM",17183,22,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_799239_15","-",829,0.077,12.9,0.6,2,2,0.0073,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_799239","HGM",17188,36,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_830117_15","-",829,0.044,13.7,0.7,1,2,0.0022,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_830117","HGM",17220,68,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_787027_15","-",829,0.042,13.8,0.7,1,2,0.0022,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_787027","HGM",17241,89,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_863359_15","-",829,0.044,13.7,0.7,1,2,0.0015,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_863359","HGM",17211,59,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_863359_15","-",829,0.044,13.7,0.7,2,2,0.0059,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_863359","HGM",17211,59,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_594196_3","-",829,0.042,13.8,0.7,2,2,0.0073,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_594196","MGnify",17177,25,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_854627_15","-",829,0.039,13.9,0.7,1,2,0.0015,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_854627","HGM",17221,69,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_415277_3","-",829,0.042,13.8,0.7,1,2,0.0022,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_415277","CIBIO",17172,20,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_415277_3","-",829,0.042,13.8,0.7,2,2,0.0088,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_415277","CIBIO",17172,20,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_850159_15","-",829,0.042,13.8,0.7,2,2,0.0088,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_850159","HGM",17214,62,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_769635_3","-",827,0.042,13.8,0.7,1,2,0.0026,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_769635","HGM",17173,27,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_853908_15","-",829,0.042,13.8,0.7,1,2,0.0022,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_853908","HGM",17221,69,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_768384_15","-",829,0.054,13.4,0.6,2,2,0.012,41,4.1,0,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_768384","HGM",17222,61,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_787647_15","-",829,0.042,13.8,0.7,1,2,0.0022,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_787647","HGM",17216,64,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_716447_15","-",829,0.042,13.8,0.7,1,2,0.0022,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_716447","MGnify",17216,55,4,0,0,13,NA,NA,NA,"GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_455828_3","-",829,0.042,13.8,0.7,1,2,0.0022,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_455828","CIBIO",17207,55,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_835502_15","-",829,0.04,13.9,0.6,1,2,0.0018,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_835502","HGM",17239,84,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_101886_3","-",829,0.042,13.8,0.7,2,2,0.0088,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_101886","IMG/M",17209,57,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_419591_3","-",829,0.042,13.8,0.5,1,2,0.0022,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_419591","CIBIO",17194,42,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_829403_15","-",829,0.042,13.8,0.7,1,2,0.0018,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_829403","HGM",17192,37,3,0,0,14,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_604604_15","-",829,0.041,13.8,0.7,2,2,0.0088,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_604604","MGnify",17191,30,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_804839_3","-",794,0.048,13.6,0.7,2,2,0.007,29,4.6,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_804839","HGM",17237,85,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_831911_15","-",829,0.041,13.8,0.7,1,2,0.0018,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_831911","HGM",17207,55,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_532795_15","-",829,0.043,13.7,0.5,1,2,0.0037,13,5.7,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_532795","CIBIO",17319,100,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_821323_15","-",829,0.048,13.6,0.5,1,2,0.0043,13,5.7,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_821323","HGM",17220,68,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_666077_3","-",829,0.042,13.8,0.7,2,2,0.0073,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_666077","MGnify",17206,54,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_785130_15","-",829,0.042,13.8,0.7,1,2,0.0022,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_785130","HGM",17193,45,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_833896_3","-",829,0.041,13.8,0.7,1,2,0.0018,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_833896","HGM",17253,92,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_390389_13","-",829,0.055,13.4,0.6,1,2,0.0026,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_390389","CIBIO",17258,55,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_390389_13","-",829,0.055,13.4,0.6,2,2,0.014,41,4.1,0,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_390389","CIBIO",17258,55,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_841340_15","-",829,0.06,13.3,0.5,2,2,0.018,53,3.7,0,11,42,268,296,263,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_841340","HGM",17233,81,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_431692_3","-",829,0.042,13.8,0.7,2,2,0.0073,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_431692","CIBIO",17173,21,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_101886_3","-",829,0.042,13.8,0.7,1,2,0.0022,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_101886","IMG/M",17209,57,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_737425_3","-",829,0.057,13.4,0.6,2,2,0.012,41,4.1,0,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_737425","HGM",17218,66,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_739153_3","-",829,0.042,13.8,0.7,1,2,0.0022,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_739153","HGM",17243,91,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_794932_15","-",829,0.042,13.8,0.7,2,2,0.0073,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_794932","HGM",17245,93,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_818643_15","-",829,0.04,13.9,0.6,2,2,0.0075,31,4.5,0,10,42,267,296,256,330,0.75,"Peptide-N-glycosidase F, C terminal","DTR_818643","HGM",17202,50,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_835211_3","-",829,0.041,13.8,0.7,2,2,0.0059,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_835211","HGM",17219,58,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_795921_15","-",829,0.042,13.8,0.7,1,2,0.0022,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_795921","HGM",17190,41,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_124014_17","-",135,0.12,12.3,0.1,1,1,7.6e-06,0.16,11.9,0.1,81,104,89,112,65,121,0.82,"Peptide-N-glycosidase F, C terminal","DTR_124014","IMG/M",15171,123,7,0,0,10,"Engineered","Bioreactor","Anaerobic","NULL","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_524159_15","-",829,0.029,14.3,0.6,1,2,0.0022,7.7,6.4,0.1,26,46,197,217,187,226,0.84,"Peptide-N-glycosidase F, C terminal","DTR_524159","CIBIO",17275,114,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_787647_15","-",829,0.042,13.8,0.7,2,2,0.0088,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_787647","HGM",17216,64,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_758169_15","-",829,0.042,13.8,0.7,2,2,0.0088,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_758169","HGM",17213,61,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_431692_3","-",829,0.042,13.8,0.7,1,2,0.0018,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_431692","CIBIO",17173,21,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_594196_3","-",829,0.042,13.8,0.7,1,2,0.0018,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_594196","MGnify",17177,25,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_550254_15","-",829,0.042,13.8,0.4,1,2,0.003,12,5.8,0.1,26,46,197,217,184,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_550254","CIBIO",17224,72,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_550254_15","-",829,0.042,13.8,0.4,2,2,0.0058,24,4.8,0,10,42,267,296,258,331,0.76,"Peptide-N-glycosidase F, C terminal","DTR_550254","CIBIO",17224,72,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_829403_15","-",829,0.042,13.8,0.7,2,2,0.0073,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_829403","HGM",17192,37,3,0,0,14,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_739153_3","-",829,0.042,13.8,0.7,2,2,0.0088,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_739153","HGM",17243,91,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_835211_3","-",829,0.041,13.8,0.7,1,2,0.0015,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_835211","HGM",17219,58,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_818643_15","-",829,0.04,13.9,0.6,1,2,0.0018,7.6,6.5,0.1,26,46,197,217,187,227,0.84,"Peptide-N-glycosidase F, C terminal","DTR_818643","HGM",17202,50,4,0,0,13,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
"PF09113","N-glycanase_C",137,"DTR_829513_15","-",829,0.044,13.7,0.7,2,2,0.0088,31,4.5,0.1,10,42,267,296,256,331,0.75,"Peptide-N-glycosidase F, C terminal","DTR_829513","HGM",17268,89,3,0,0,14,"Host_Associated","Human","Gut","GCA_003502105.1","non_viral_origin"
