"X","accession","target_name","query_name_clean","description","data_source","contig_length","dtr_length","genes_viral","genes_plasmid","genes_microbial","genes_unknown","biome1","biome2","biome3","gca_name","T_number","origin_genes","description_clean","classification","origin","functional_category"
341,"PF09113","N-glycanase_C","DTR_785130","Peptide-N-glycosidase F, C terminal","HGM",17193,45,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
342,"PF09113","N-glycanase_C","DTR_785130","Peptide-N-glycosidase F, C terminal","HGM",17193,45,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
343,"PF09113","N-glycanase_C","DTR_841340","Peptide-N-glycosidase F, C terminal","HGM",17233,81,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
344,"PF09113","N-glycanase_C","DTR_841340","Peptide-N-glycosidase F, C terminal","HGM",17233,81,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
345,"PF18666","CBM64","DTR_786518","Carbohydrate-binding module 64","HGM",9994,99,3,0,0,6,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
346,"PF18666","CBM64","DTR_786518","Carbohydrate-binding module 64","HGM",9994,99,3,0,0,6,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
347,"PF18666","CBM64","DTR_786518","Carbohydrate-binding module 64","HGM",9994,99,3,0,0,6,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
348,"PF11492","Dicistro_VP4","DTR_099178","Cricket paralysis virus, VP4","IMG/M",11713,123,3,0,0,24,"Aquatic","Freshwater","Groundwater","NULL",3,"viral","cricket paralysis virus, vp4","Viral","Viral","Capsid Protein"
349,"PF11492","Dicistro_VP4","DTR_099178","Cricket paralysis virus, VP4","IMG/M",11713,123,3,0,0,24,"Aquatic","Freshwater","Groundwater","NULL",3,"viral","cricket paralysis virus, vp4","Viral","Viral","Capsid Protein"
350,"PF09113","N-glycanase_C","DTR_831911","Peptide-N-glycosidase F, C terminal","HGM",17207,55,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
351,"PF09113","N-glycanase_C","DTR_831911","Peptide-N-glycosidase F, C terminal","HGM",17207,55,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
352,"PF18628","P2_N","DTR_037642","Viral coat protein P2 N-terminal domain","IMG/M",10197,48,4,0,0,20,"Aquatic","Freshwater","Sediment","NULL",3,"viral","viral coat protein p2 n terminal domain","Viral","Viral","Capsid Protein"
353,"PF18628","P2_N","DTR_037642","Viral coat protein P2 N-terminal domain","IMG/M",10197,48,4,0,0,20,"Aquatic","Freshwater","Sediment","NULL",3,"viral","viral coat protein p2 n terminal domain","Viral","Viral","Capsid Protein"
354,"PF09113","N-glycanase_C","DTR_540212","Peptide-N-glycosidase F, C terminal","CIBIO",17235,82,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
355,"PF09113","N-glycanase_C","DTR_540212","Peptide-N-glycosidase F, C terminal","CIBIO",17235,82,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
356,"PF18628","P2_N","DTR_037665","Viral coat protein P2 N-terminal domain","IMG/M",10189,60,3,0,0,20,"Aquatic","Freshwater","Sediment","NULL",3,"viral","viral coat protein p2 n terminal domain","Viral","Viral","Capsid Protein"
357,"PF18628","P2_N","DTR_037665","Viral coat protein P2 N-terminal domain","IMG/M",10189,60,3,0,0,20,"Aquatic","Freshwater","Sediment","NULL",3,"viral","viral coat protein p2 n terminal domain","Viral","Viral","Capsid Protein"
358,"PF17991","Thioredoxin_10","DTR_508166","Thioredoxin like C-terminal domain","CIBIO",16899,55,7,0,0,17,"Host-Associated","Human","Gut","NULL",4,"viral","thioredoxin like c terminal domain","Unknown","Varies (Prok/Euk/Viral)","Other"
359,"PF17991","Thioredoxin_10","DTR_508166","Thioredoxin like C-terminal domain","CIBIO",16899,55,7,0,0,17,"Host-Associated","Human","Gut","NULL",4,"viral","thioredoxin like c terminal domain","Unknown","Varies (Prok/Euk/Viral)","Other"
360,"PF17996","CE2_N","DTR_648821","Carbohydrate esterase 2 N-terminal","MGnify",16073,55,4,0,0,19,"Engineered","Wastewater",NA,"NULL",4,"viral","carbohydrate esterase 2 n terminal","Unknown","Prokaryotic","Enzyme"
361,"PF17996","CE2_N","DTR_648821","Carbohydrate esterase 2 N-terminal","MGnify",16073,55,4,0,0,19,"Engineered","Wastewater",NA,"NULL",4,"viral","carbohydrate esterase 2 n terminal","Unknown","Prokaryotic","Enzyme"
362,"PF17996","CE2_N","DTR_648821","Carbohydrate esterase 2 N-terminal","MGnify",16073,55,4,0,0,19,"Engineered","Wastewater",NA,"NULL",4,"viral","carbohydrate esterase 2 n terminal","Unknown","Prokaryotic","Enzyme"
363,"PF00760","Cucumo_coat","DTR_124782","Cucumovirus coat protein","IMG/M",5991,123,1,0,0,5,"Engineered","Wastewater","Anaerobic digestor","NULL",1,"viral","cucumovirus coat protein","Viral","Viral","Capsid Protein"
364,"PF20510","HgmA_N","DTR_078632","Homogentisate 1,2-dioxygenase N-terminal","IMG/M",8887,79,3,1,0,12,"Host-Associated","Human","Gut","NULL",3,"viral","homogentisate 1,2 dioxygenase n terminal","Unknown","Prokaryotic","Enzyme"
365,"PF09113","N-glycanase_C","DTR_769635","Peptide-N-glycosidase F, C terminal","HGM",17173,27,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
366,"PF09113","N-glycanase_C","DTR_769635","Peptide-N-glycosidase F, C terminal","HGM",17173,27,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
367,"PF09113","N-glycanase_C","DTR_753283","Peptide-N-glycosidase F, C terminal","HGM",17205,53,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
368,"PF09113","N-glycanase_C","DTR_753283","Peptide-N-glycosidase F, C terminal","HGM",17205,53,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
369,"PF02956","TT_ORF1","DTR_331513","TT viral orf 1","IMG/M",10355,127,1,0,0,22,"Terrestrial","Deep subsurface",NA,"NULL",3,"viral","tt viral orf 1","Viral","Viral","Other"
370,"PF05737","Collagen_bind","DTR_520055","Collagen binding domain","CIBIO",11388,88,3,0,0,14,"Host-Associated","Human","Gut","NULL",3,"viral","collagen binding domain","Unknown","Varies (Prok/Euk)","Binding Protein"
371,"PF09113","N-glycanase_C","DTR_800219","Peptide-N-glycosidase F, C terminal","HGM",17255,98,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
372,"PF09113","N-glycanase_C","DTR_800219","Peptide-N-glycosidase F, C terminal","HGM",17255,98,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
373,"PF05899","Cupin_3","DTR_311022","EutQ-like cupin domain","IMG/M",15123,127,6,0,0,14,"Aquatic","Freshwater","River","GCA_002609965.1",4,"viral","eutq like cupin domain","Unknown","Varies (Prok/Euk)","Other"
374,"PF05899","Cupin_3","DTR_311022","EutQ-like cupin domain","IMG/M",15123,127,6,0,0,14,"Aquatic","Freshwater","River","GCA_002609965.1",4,"viral","eutq like cupin domain","Unknown","Varies (Prok/Euk)","Other"
375,"PF05899","Cupin_3","DTR_311022","EutQ-like cupin domain","IMG/M",15123,127,6,0,0,14,"Aquatic","Freshwater","River","GCA_002609965.1",4,"viral","eutq like cupin domain","Unknown","Varies (Prok/Euk)","Other"
376,"PF17991","Thioredoxin_10","DTR_719332","Thioredoxin like C-terminal domain","MGnify",16416,55,7,0,0,17,"Host-Associated","Human","Gut","GCA_003691915.1",4,"viral","thioredoxin like c terminal domain","Unknown","Varies (Prok/Euk/Viral)","Other"
377,"PF17991","Thioredoxin_10","DTR_719332","Thioredoxin like C-terminal domain","MGnify",16416,55,7,0,0,17,"Host-Associated","Human","Gut","GCA_003691915.1",4,"viral","thioredoxin like c terminal domain","Unknown","Varies (Prok/Euk/Viral)","Other"
378,"PF18573","BclA_C","DTR_324563","BclA C-terminal domain","IMG/M",11463,127,3,0,1,20,"Aquatic","Marine","Oil seeps","NULL",3,"viral","bcla c terminal domain","Unknown","Prokaryotic","Other"
379,"PF18573","BclA_C","DTR_324563","BclA C-terminal domain","IMG/M",11463,127,3,0,1,20,"Aquatic","Marine","Oil seeps","NULL",3,"viral","bcla c terminal domain","Unknown","Prokaryotic","Other"
380,"PF05118","Asp_Arg_Hydrox","DTR_233705","Aspartyl/Asparaginyl beta-hydroxylase","IMG/M",16157,99,8,0,0,16,"Aquatic","Freshwater","Lentic","NULL",4,"viral","aspartyl/asparaginyl beta hydroxylase","Unknown","Unknown","Other"
381,"PF09113","N-glycanase_C","DTR_849469","Peptide-N-glycosidase F, C terminal","HGM",17265,116,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
382,"PF09113","N-glycanase_C","DTR_849469","Peptide-N-glycosidase F, C terminal","HGM",17265,116,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
383,"PF09113","N-glycanase_C","DTR_791076","Peptide-N-glycosidase F, C terminal","HGM",17216,64,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
384,"PF09113","N-glycanase_C","DTR_791076","Peptide-N-glycosidase F, C terminal","HGM",17216,64,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
385,"PF21471","Reelin_subrepeat-B","DTR_357669","Reelin subrepeat B","IMG/M",14375,127,4,0,0,8,"Aquatic","Marine","Wetlands","NULL",3,"viral","reelin subrepeat b","Unknown","Eukaryotic","Signaling Protein"
386,"PF21471","Reelin_subrepeat-B","DTR_357669","Reelin subrepeat B","IMG/M",14375,127,4,0,0,8,"Aquatic","Marine","Wetlands","NULL",3,"viral","reelin subrepeat b","Unknown","Eukaryotic","Signaling Protein"
387,"PF18666","CBM64","DTR_518625","Carbohydrate-binding module 64","CIBIO",10435,119,3,0,0,8,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
388,"PF18666","CBM64","DTR_518625","Carbohydrate-binding module 64","CIBIO",10435,119,3,0,0,8,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
389,"PF18666","CBM64","DTR_518625","Carbohydrate-binding module 64","CIBIO",10435,119,3,0,0,8,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
390,"PF09113","N-glycanase_C","DTR_818643","Peptide-N-glycosidase F, C terminal","HGM",17202,50,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
391,"PF09113","N-glycanase_C","DTR_818643","Peptide-N-glycosidase F, C terminal","HGM",17202,50,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
392,"PF09144","YpM","DTR_655833","Yersinia pseudo-tuberculosis mitogen","MGnify",9308,55,1,0,0,9,"Host-Associated","Human","Gut","NULL",3,"viral","yersinia pseudo tuberculosis mitogen","Unknown","Prokaryotic","Other"
393,"PF17991","Thioredoxin_10","DTR_623112","Thioredoxin like C-terminal domain","MGnify",16693,55,7,0,0,20,"Host-Associated","Human","Gut","GCA_003691915.1",4,"viral","thioredoxin like c terminal domain","Unknown","Varies (Prok/Euk/Viral)","Other"
394,"PF17991","Thioredoxin_10","DTR_623112","Thioredoxin like C-terminal domain","MGnify",16693,55,7,0,0,20,"Host-Associated","Human","Gut","GCA_003691915.1",4,"viral","thioredoxin like c terminal domain","Unknown","Varies (Prok/Euk/Viral)","Other"
395,"PF17996","CE2_N","DTR_090134","Carbohydrate esterase 2 N-terminal","IMG/M",16029,123,1,0,0,19,"Terrestrial","Soil","Wetlands","NULL",4,"viral","carbohydrate esterase 2 n terminal","Unknown","Prokaryotic","Enzyme"
396,"PF17996","CE2_N","DTR_090134","Carbohydrate esterase 2 N-terminal","IMG/M",16029,123,1,0,0,19,"Terrestrial","Soil","Wetlands","NULL",4,"viral","carbohydrate esterase 2 n terminal","Unknown","Prokaryotic","Enzyme"
397,"PF15414","DUF4621","DTR_243530","Protein of unknown function (DUF4621)","IMG/M",11411,127,0,0,0,18,"Host-Associated","Mammals","Digestive system","NULL",3,"non_viral","protein of unknown function \(duf4621\)","Unknown","Unknown","Unknown"
398,"PF09113","N-glycanase_C","DTR_839786","Peptide-N-glycosidase F, C terminal","HGM",17220,68,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
399,"PF09113","N-glycanase_C","DTR_839786","Peptide-N-glycosidase F, C terminal","HGM",17220,68,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
400,"PF09113","N-glycanase_C","DTR_825063","Peptide-N-glycosidase F, C terminal","HGM",17208,56,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
401,"PF09113","N-glycanase_C","DTR_825063","Peptide-N-glycosidase F, C terminal","HGM",17208,56,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
402,"PF09113","N-glycanase_C","DTR_835250","Peptide-N-glycosidase F, C terminal","HGM",17253,92,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
403,"PF09113","N-glycanase_C","DTR_835250","Peptide-N-glycosidase F, C terminal","HGM",17253,92,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
404,"PF05899","Cupin_3","DTR_304214","EutQ-like cupin domain","IMG/M",15123,127,5,0,0,15,"Aquatic","Freshwater","River","GCA_002609965.1",4,"viral","eutq like cupin domain","Unknown","Varies (Prok/Euk)","Other"
405,"PF05899","Cupin_3","DTR_304214","EutQ-like cupin domain","IMG/M",15123,127,5,0,0,15,"Aquatic","Freshwater","River","GCA_002609965.1",4,"viral","eutq like cupin domain","Unknown","Varies (Prok/Euk)","Other"
406,"PF05899","Cupin_3","DTR_304214","EutQ-like cupin domain","IMG/M",15123,127,5,0,0,15,"Aquatic","Freshwater","River","GCA_002609965.1",4,"viral","eutq like cupin domain","Unknown","Varies (Prok/Euk)","Other"
407,"PF09113","N-glycanase_C","DTR_832976","Peptide-N-glycosidase F, C terminal","HGM",17220,68,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
408,"PF09113","N-glycanase_C","DTR_832976","Peptide-N-glycosidase F, C terminal","HGM",17220,68,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
409,"PF18099","CBM_35_2","DTR_255641","Carbohydrate binding module (family 35)","IMG/M",7885,112,1,0,0,10,"Aquatic","Non-marine saline","Saline","NULL",3,"viral","carbohydrate binding module \(family 35\)","Unknown","Unknown","Binding Protein"
410,"PF18099","CBM_35_2","DTR_255641","Carbohydrate binding module (family 35)","IMG/M",7885,112,1,0,0,10,"Aquatic","Non-marine saline","Saline","NULL",3,"viral","carbohydrate binding module \(family 35\)","Unknown","Unknown","Binding Protein"
411,"PF18099","CBM_35_2","DTR_255641","Carbohydrate binding module (family 35)","IMG/M",7885,112,1,0,0,10,"Aquatic","Non-marine saline","Saline","NULL",3,"viral","carbohydrate binding module \(family 35\)","Unknown","Unknown","Binding Protein"
412,"PF18628","P2_N","DTR_208552","Viral coat protein P2 N-terminal domain","IMG/M",12447,123,2,0,0,26,"Aquatic","Sediment",NA,"NULL",3,"viral","viral coat protein p2 n terminal domain","Viral","Viral","Capsid Protein"
413,"PF18628","P2_N","DTR_208552","Viral coat protein P2 N-terminal domain","IMG/M",12447,123,2,0,0,26,"Aquatic","Sediment",NA,"NULL",3,"viral","viral coat protein p2 n terminal domain","Viral","Viral","Capsid Protein"
414,"PF18628","P2_N","DTR_265689","Viral coat protein P2 N-terminal domain","IMG/M",10256,127,3,0,0,21,"Aquatic","Freshwater","Sediment","NULL",3,"viral","viral coat protein p2 n terminal domain","Viral","Viral","Capsid Protein"
415,"PF18628","P2_N","DTR_265689","Viral coat protein P2 N-terminal domain","IMG/M",10256,127,3,0,0,21,"Aquatic","Freshwater","Sediment","NULL",3,"viral","viral coat protein p2 n terminal domain","Viral","Viral","Capsid Protein"
416,"PF09018","Phage_Capsid_P3","DTR_300199","P3 major capsid protein","IMG/M",17122,127,7,0,0,25,"Aquatic","Freshwater","River","NULL",4,"viral","p3 major capsid protein","Viral","Viral","Capsid Protein"
417,"PF17991","Thioredoxin_10","DTR_848521","Thioredoxin like C-terminal domain","HGM",16260,119,6,0,0,17,"Host-Associated","Human","Gut","GCA_003691915.1",4,"viral","thioredoxin like c terminal domain","Unknown","Varies (Prok/Euk/Viral)","Other"
418,"PF17991","Thioredoxin_10","DTR_848521","Thioredoxin like C-terminal domain","HGM",16260,119,6,0,0,17,"Host-Associated","Human","Gut","GCA_003691915.1",4,"viral","thioredoxin like c terminal domain","Unknown","Varies (Prok/Euk/Viral)","Other"
419,"PF17991","Thioredoxin_10","DTR_806832","Thioredoxin like C-terminal domain","HGM",16737,99,7,0,0,20,"Host-Associated","Human","Gut","GCA_003691915.1",4,"viral","thioredoxin like c terminal domain","Unknown","Varies (Prok/Euk/Viral)","Other"
420,"PF17991","Thioredoxin_10","DTR_806832","Thioredoxin like C-terminal domain","HGM",16737,99,7,0,0,20,"Host-Associated","Human","Gut","GCA_003691915.1",4,"viral","thioredoxin like c terminal domain","Unknown","Varies (Prok/Euk/Viral)","Other"
421,"PF21340","Polysacc_lyase-like","DTR_203355","Cip1-like, core domain","IMG/M",9134,111,2,0,0,14,"Aquatic","Non-marine saline","Hypersaline","NULL",3,"viral","cip1 like, core domain","Unknown","Eukaryotic","Other"
422,"PF21340","Polysacc_lyase-like","DTR_203355","Cip1-like, core domain","IMG/M",9134,111,2,0,0,14,"Aquatic","Non-marine saline","Hypersaline","NULL",3,"viral","cip1 like, core domain","Unknown","Eukaryotic","Other"
423,"PF18573","BclA_C","DTR_073934","BclA C-terminal domain","IMG/M",11887,123,4,0,0,19,"Aquatic","Marine","Oceanic","NULL",3,"viral","bcla c terminal domain","Unknown","Prokaryotic","Other"
424,"PF18573","BclA_C","DTR_073934","BclA C-terminal domain","IMG/M",11887,123,4,0,0,19,"Aquatic","Marine","Oceanic","NULL",3,"viral","bcla c terminal domain","Unknown","Prokaryotic","Other"
425,"PF05118","Asp_Arg_Hydrox","DTR_073934","Aspartyl/Asparaginyl beta-hydroxylase","IMG/M",11887,123,4,0,0,19,"Aquatic","Marine","Oceanic","NULL",3,"viral","aspartyl/asparaginyl beta hydroxylase","Unknown","Unknown","Other"
426,"PF09113","N-glycanase_C","DTR_673045","Peptide-N-glycosidase F, C terminal","MGnify",17182,30,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
427,"PF09113","N-glycanase_C","DTR_673045","Peptide-N-glycosidase F, C terminal","MGnify",17182,30,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
428,"PF09092","Lyase_N","DTR_833096","Lyase, N terminal","HGM",16402,93,7,0,0,16,"Host-Associated","Human","Gut","GCA_003691915.1",4,"viral","lyase, n terminal","Unknown","Varies (Prok/Euk)","Enzyme"
429,"PF17991","Thioredoxin_10","DTR_833096","Thioredoxin like C-terminal domain","HGM",16402,93,7,0,0,16,"Host-Associated","Human","Gut","GCA_003691915.1",4,"viral","thioredoxin like c terminal domain","Unknown","Varies (Prok/Euk/Viral)","Other"
430,"PF17991","Thioredoxin_10","DTR_833096","Thioredoxin like C-terminal domain","HGM",16402,93,7,0,0,16,"Host-Associated","Human","Gut","GCA_003691915.1",4,"viral","thioredoxin like c terminal domain","Unknown","Varies (Prok/Euk/Viral)","Other"
431,"PF18628","P2_N","DTR_265302","Viral coat protein P2 N-terminal domain","IMG/M",10583,127,4,0,0,20,"Aquatic","Freshwater","Sediment","NULL",3,"viral","viral coat protein p2 n terminal domain","Viral","Viral","Capsid Protein"
432,"PF18628","P2_N","DTR_265302","Viral coat protein P2 N-terminal domain","IMG/M",10583,127,4,0,0,20,"Aquatic","Freshwater","Sediment","NULL",3,"viral","viral coat protein p2 n terminal domain","Viral","Viral","Capsid Protein"
433,"PF09113","N-glycanase_C","DTR_863245","Peptide-N-glycosidase F, C terminal","HGM",17176,24,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
434,"PF09113","N-glycanase_C","DTR_863245","Peptide-N-glycosidase F, C terminal","HGM",17176,24,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
435,"PF18666","CBM64","DTR_830853","Carbohydrate-binding module 64","HGM",9866,99,2,0,0,8,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
436,"PF18666","CBM64","DTR_830853","Carbohydrate-binding module 64","HGM",9866,99,2,0,0,8,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
437,"PF18666","CBM64","DTR_830853","Carbohydrate-binding module 64","HGM",9866,99,2,0,0,8,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
438,"PF09113","N-glycanase_C","DTR_787027","Peptide-N-glycosidase F, C terminal","HGM",17241,89,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
439,"PF09113","N-glycanase_C","DTR_787027","Peptide-N-glycosidase F, C terminal","HGM",17241,89,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
440,"PF03678","Adeno_hexon_C","DTR_011528","Hexon, adenovirus major coat protein, C-terminal domain","IMG/M",14358,101,4,0,0,13,"Aquatic","Non-marine saline","Hypersaline","NULL",3,"viral","hexon, adenovirus major coat protein, c terminal domain","Viral","Viral","Capsid Protein"
441,"PF09113","N-glycanase_C","DTR_804839","Peptide-N-glycosidase F, C terminal","HGM",17237,85,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
442,"PF09113","N-glycanase_C","DTR_804839","Peptide-N-glycosidase F, C terminal","HGM",17237,85,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
443,"PF16903","Capsid_N","DTR_024522","Major capsid protein N-terminus","IMG/M",16191,67,2,0,0,22,"Aquatic","Freshwater","Lentic","NULL",4,"viral","major capsid protein n terminus","Viral","Viral","Capsid Protein"
444,"PF07953","Toxin_R_bind_N","DTR_892420","Clostridium neurotoxin, N-terminal receptor binding","GOV2",11464,55,4,0,1,14,"Aquatic","Marine",NA,"NULL",3,"viral","clostridium neurotoxin, n terminal receptor binding","Unknown","Prokaryotic","Binding Protein"
445,"PF09113","N-glycanase_C","DTR_775510","Peptide-N-glycosidase F, C terminal","HGM",17179,45,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
446,"PF09113","N-glycanase_C","DTR_775510","Peptide-N-glycosidase F, C terminal","HGM",17179,45,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
447,"PF18666","CBM64","DTR_422455","Carbohydrate-binding module 64","CIBIO",9830,61,2,0,0,8,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
448,"PF18666","CBM64","DTR_422455","Carbohydrate-binding module 64","CIBIO",9830,61,2,0,0,8,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
449,"PF18666","CBM64","DTR_422455","Carbohydrate-binding module 64","CIBIO",9830,61,2,0,0,8,"Host-Associated","Human","Gut","NULL",3,"viral","carbohydrate binding module 64","Unknown","Varies (Prok/Euk/Viral)","Binding Protein"
450,"PF14099","Polysacc_lyase","DTR_346684","Polysaccharide lyase","IMG/M",14805,127,1,0,0,28,"Host-Associated","Plants","Rhizosphere","NULL",3,"viral","polysaccharide lyase","Unknown","Varies (Prok/Euk)","Enzyme"
451,"PF18573","BclA_C","DTR_065945","BclA C-terminal domain","IMG/M",12859,38,2,0,0,22,"Aquatic","Marine","Oceanic","NULL",3,"viral","bcla c terminal domain","Unknown","Prokaryotic","Other"
452,"PF18573","BclA_C","DTR_065945","BclA C-terminal domain","IMG/M",12859,38,2,0,0,22,"Aquatic","Marine","Oceanic","NULL",3,"viral","bcla c terminal domain","Unknown","Prokaryotic","Other"
453,"PF18425","CspB_prodomain","DTR_346876","Csp protease B prodomain","IMG/M",19742,127,8,0,0,17,"Aquatic","Freshwater","Lake","NULL",4,"viral","csp protease b prodomain","Unknown","Prokaryotic","Other"
